,all-1,all-2,all-3,mLB-1,mLB-2,mLB-3,mLC-1,mLC-2,mLC-3,mLLm1-1,mLLm1-2,mLLm1-3,mLLm2-1,mLLm2-2,mLLm2-3,mST-1,mST-2,mST-3
gene-QMZ85_RS00005,83.5089315,68.79760192,77.79819784,70.52017453,73.91338857,54.80797157,0,0,0,117.526372,174.8159254,161.6360002,83.35490307,126.5973345,120.8196299,122.4483313,92.46589676,159.3303577
gene-QMZ85_RS00010,404.6669295,392.9155653,664.2122779,625.1989445,799.2114809,659.2572125,0,0,0,682.8935633,1366.932107,1338.134137,755.5752512,785.59183,1001.511692,509.2250575,492.6072658,404.7958987
gene-QMZ85_RS00015,362.0203556,372.4847163,574.6949903,633.9603209,1043.936605,728.029261,0,0,0,518.2733071,1085.032587,1371.853737,733.6109461,900.3933288,739.8607569,462.3486722,474.2857689,537.2141835
gene-QMZ85_RS00020,253.5922024,317.2502064,382.813461,381.5744604,311.4276573,306.0412458,0,0,0,323.9262448,560.7756726,806.5317435,391.3144958,513.6885037,577.9374138,280.8252396,284.384096,298.5980159
gene-QMZ85_RS00025,117.3272538,131.0631407,166.8143723,367.4812209,619.5771287,409.631257,0,0,0,284.7275447,607.2679221,1013.461951,266.0180243,326.8926842,318.4057034,290.4324188,219.8036811,306.2434843
gene-QMZ85_RS00030,196.0191535,224.8583579,256.156474,316.1632403,376.0268909,356.7483278,0,0,0,272.1744607,543.661086,576.8509562,382.7511789,425.0044857,442.3936151,263.2878357,268.1131577,271.6610882
gene-QMZ85_RS00035,76.53489081,50.4980651,75.93945576,88.31311736,88.8766622,65.7653912,0,0,0,86.52421197,166.9240636,157.4643182,117.6966193,121.5370236,124.9575923,87.46194077,73.8878528,89.08277606
gene-QMZ85_RS00040,52.83173862,44.79524389,56.17599179,97.21933023,131.2242901,97.34485413,0,0,0,100.169032,153.1106612,187.5562702,113.5318112,89.15255023,108.0298397,89.8746532,58.57625371,74.28267595
rna-QMZ85_RS00045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-QMZ85_RS00050,80.07247925,107.8937834,80.62537499,87.25659168,67.65497383,91.4928748,0,0,0,103.8929885,193.0015614,164.53554,192.0721274,109.9035748,225.9934577,68.63272019,81.00523592,105.1910997
gene-QMZ85_RS00055,68.36267989,148.9144579,223.2227672,226.0459957,279.3879799,222.876643,0,0,0,194.7536405,499.2088046,426.6109775,252.2038495,300.3934556,319.9603785,194.1064056,174.4010327,195.2346811
gene-QMZ85_RS00060,77.02581907,55.10128788,92.18813532,313.7387015,433.0743386,328.4259475,0,0,0,61.72763903,233.8153321,919.3164591,100.2390078,177.6641806,182.3918431,330.5689787,59.58824184,204.6095172
gene-QMZ85_RS00065,249.6819533,211.5115102,389.4387084,469.5148137,691.4294817,535.7775678,0,0,0,408.4364099,896.7832008,741.9113408,561.8817558,397.31651,526.293281,366.9239103,397.6184982,276.2816612
gene-QMZ85_RS00070,79.71394576,92.31453528,164.8909255,191.018408,180.0935012,179.1963059,0,0,0,166.3838458,370.5887396,318.2520743,202.8181926,268.9546151,254.5777814,133.680149,150.0652221,146.0769438
gene-QMZ85_RS00075,6.297225487,0,7.925884321,0,0,4.497107405,0,0,0,0,0,0,0,0,0,0,0,0
gene-QMZ85_RS00080,13.42902303,3.461186621,0,0,0,6.393477998,0,0,0,0,0,3.066043798,0,0,0,0,0,6.125586129
gene-QMZ85_RS00085,4.423051235,10.44012748,0,0,14.01424458,3.158682582,0,0,0,5.738850794,5.670765228,6.059086554,3.683923078,11.67473872,4.001105173,0,8.949149873,0
gene-QMZ85_RS00090,15.92298445,0,0,0,0,0,0,0,0,0,3.402459137,0,0,0,0,0,5.369489924,0
gene-QMZ85_RS00095,10.82144574,12.71631405,6.810104489,0,0,0,0,0,0,10.53051262,23.87039803,14.82417293,18.02618671,28.56343842,19.57822337,0,0,7.404227894
gene-QMZ85_RS00100,33.981979,15.97293107,11.40554085,20.57269235,21.53408313,14.56075629,0,0,0,14.69705691,26.31221235,12.41373831,18.8688743,23.91897689,22.54281207,11.5583559,13.75113273,15.500721
gene-QMZ85_RS00105,7.67184108,6.868726831,8.276587167,14.92885639,11.57518726,8.609506508,0,0,0,8.532096756,18.96946244,13.51229922,10.95396597,11.57142245,14.87136436,5.591653,3.326232696,8.99864865
rna-QMZ85_RS00110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-QMZ85_RS00115,1645.375059,1842.017255,2530.779628,3348.701201,4585.788042,3674.062047,0,0,0,2271.784145,4885.298305,5952.035458,3066.786801,2720.485627,3406.029547,2520.289903,2017.929236,2383.341423
gene-QMZ85_RS00120,903.0164871,813.1471416,1144.952635,1057.1873,1421.785961,1200.526013,0,0,0,818.2108616,1584.972575,1498.36048,1509.780708,1411.648676,1849.264161,885.7328801,950.6164224,756.9356564
gene-QMZ85_RS00125,308.5640489,364.0745373,442.2643451,437.4660986,460.2372931,404.7396665,0,0,0,355.4196746,719.3557537,654.7510548,545.470373,641.5961496,788.3940389,305.8615236,324.8996445,315.3950092
gene-QMZ85_RS00130,66.94347815,111.4427723,153.7692963,146.2792562,129.0320537,121.9080737,0,0,0,163.9450078,360.4767518,247.6037532,227.2084449,393.1547147,245.2569333,189.5570367,230.2592075,281.6941837
gene-QMZ85_RS00135,26.07272307,20.42542452,82.03985525,14.79790151,75.72609351,27.92940389,0,0,0,16.9145076,25.07075153,40.18131083,43.43151418,51.61463434,112.0309448,33.25562048,59.34699389,44.59856568
gene-QMZ85_RS00140,414.6610533,459.5492556,577.5752309,734.2798005,962.8953879,777.4307506,0,0,0,821.7316981,1544.220256,1585.587213,818.2927951,941.2758093,951.762893,803.3607746,728.7963928,740.6945716
gene-QMZ85_RS00145,116.863051,101.0513028,138.0679641,141.4143674,142.6375635,123.2167395,0,0,0,145.1912222,230.7513459,226.5415151,198.8006679,148.4112186,242.3458718,122.0589821,132.7235937,155.3935781
gene-QMZ85_RS00150,2092.259958,2252.192691,2919.45676,2419.879248,3291.00683,2951.718754,0,0,0,1806.186836,3981.520636,3733.225145,3617.876614,3557.709229,4601.557844,2370.617934,2281.408858,2512.444791
gene-QMZ85_RS00155,1870.029637,2063.524306,2673.227005,1493.654915,1504.469774,1335.159925,0,0,0,1434.589942,2344.785609,1908.008041,2904.288172,4298.878285,3301.617845,1613.768997,2036.099094,2139.729473
gene-QMZ85_RS00160,1699.935166,1474.51953,2561.92888,1680.068333,1813.544151,1307.694589,0,0,0,1453.077021,2175.872618,2048.469918,2831.335077,3138.162763,4241.971704,2028.260293,2577.355163,1652.376858
gene-QMZ85_RS00165,280.779344,333.2774421,390.8792035,452.3244056,512.2152904,472.9343524,0,0,0,426.8653598,894.0545774,843.0918298,623.3494811,677.4913263,617.0253947,421.0770816,483.4590355,351.2392382
gene-QMZ85_RS00170,679.7561313,728.1236945,875.1093756,1125.544567,1564.548462,1307.877407,0,0,0,1071.854943,2257.274538,1958.935803,1498.722821,1901.443298,1477.295514,858.1874845,1004.319064,974.3424265
gene-QMZ85_RS00175,75.56670584,143.0645201,182.2953394,92.92580526,179.5723543,179.8842962,0,0,0,155.2407774,290.6507466,370.9393328,146.8574081,531.893181,165.1981729,128.5132452,165.6351129,198.1990495
gene-QMZ85_RS00180,8.076876168,15.81860323,10.16580815,0,4.265204872,2.884014532,0,0,0,5.23982029,25.88827604,27.66104731,3.36358194,0,10.95954895,4.120805146,8.170962927,11.05268802
gene-QMZ85_RS00185,27.42885464,48.83595629,72.18406056,133.0321415,158.012959,138.8972368,0,0,0,108.3833969,166.2409565,292.0561049,87.22738669,85.56251465,90.2262643,134.852657,90.81284972,71.65702432
gene-QMZ85_RS00190,224.794425,243.2645956,397.5411598,434.1914355,488.9895365,401.3693863,0,0,0,336.3403719,772.1101186,650.3611236,467.9479307,572.6106749,509.569745,301.2379362,330.6685052,306.3781381
gene-QMZ85_RS00195,274.7152466,276.5204185,384.8850585,524.0913587,803.259718,649.5727658,0,0,0,391.0879418,886.7173827,846.1264356,583.3818705,654.2086083,713.7750936,371.804488,410.8117611,288.9023727
gene-QMZ85_RS00200,297.229043,336.8006608,485.4415435,230.9529629,220.4907814,207.2095774,0,0,0,229.5540318,453.6612182,313.8606835,464.1743078,410.950803,624.1724069,254.5480207,304.2710957,300.2120592
gene-QMZ85_RS00205,18.61404327,14.58227953,11.24554328,0.845170728,4.718222624,1.063444236,0,0,0,13.0417972,17.58416792,15.80948035,13.02292647,15.72229343,17.5118511,20.51318634,19.58411155,10.18885068
gene-QMZ85_RS00210,461.9099992,442.4933607,698.2811193,666.8054405,1211.664011,819.293966,0,0,0,568.3788847,988.092525,1143.447888,945.0756176,1504.148094,1087.759917,640.3953943,756.8078365,611.4824964
gene-QMZ85_RS00215,13.63435977,14.48101697,21.45078784,27.08423259,17.99994717,12.1710705,0,0,0,19.90170275,28.40585151,37.35510243,8.516959776,8.997046353,40.0844665,13.91244306,17.24148141,23.32218572
gene-QMZ85_RS00220,48.04348755,21.52104606,48.37522499,50.89967848,20.29649215,38.88447179,0,0,0,24.93431724,61.59624299,74.58944482,42.68269497,67.63296914,40.5629283,49.02337156,32.40209437,17.53184996
gene-QMZ85_RS00225,14.66590673,0,0,0,0,0,0,0,0,0,3.133843942,0,0,0,0,0,0,0
gene-QMZ85_RS00230,5.715943134,4.47788153,0,3.244155332,0,0,0,0,0,3.708180513,1.832093381,3.915102081,0,0,0,2.916262103,5.78252761,7.821902288
gene-QMZ85_RS00235,95.45399108,102.3895046,179.2878892,215.0374898,314.8496687,218.1363719,0,0,0,189.586225,371.8497831,385.2429498,209.1536407,255.8290572,265.6860352,184.3123756,127.7641476,166.7951101
gene-QMZ85_RS00240,37.91186773,26.73021118,33.40194107,38.73124223,56.05697831,59.5637287,0,0,0,56.56867211,53.46721501,57.12853037,63.15296704,40.02767561,68.59037439,38.68510953,34.51814951,57.06796057
gene-QMZ85_RS00245,95.82610549,142.2385898,167.1608453,173.6577266,175.7804795,134.4655463,0,0,0,181.0464603,384.757931,422.5569676,156.8251055,279.5598068,246.3666932,116.6504841,88.43865757,101.2246178
gene-QMZ85_RS00250,308.2168334,351.6090936,442.8605146,648.9936806,653.0146246,549.1080401,0,0,0,785.920514,1436.138605,1186.908087,594.0810689,636.5804902,548.3619931,395.2668034,396.5886417,317.2869387
gene-QMZ85_RS00255,86.2857536,84.29673154,114.9902889,165.9305678,199.4158081,147.3491249,0,0,0,239.0560634,365.7692843,340.7641204,130.2055435,125.9340669,120.2955227,98.40392616,113.9916303,87.51554609
gene-QMZ85_RS00260,158.9657817,194.041533,274.5273962,232.9013007,175.7009768,236.288315,0,0,0,163.0861479,421.8372223,320.3176802,354.0964869,307.376703,406.321188,201.8169446,170.167417,204.887142
gene-QMZ85_RS00265,713.5997757,733.2531006,1073.519116,1779.21644,2470.414864,2000.175001,0,0,0,972.8179815,2334.201474,3059.285236,1590.392099,1289.497343,1855.781829,2297.467738,1586.581013,2017.806356
gene-QMZ85_RS00270,82.29468617,54.04088296,68.54469991,89.29352623,213.454748,127.0469463,0,0,0,111.4869907,176.8835434,227.1269318,91.72608471,73.47099416,105.0974336,103.731538,128.5529347,82.80515451
gene-QMZ85_RS00275,57.52820187,31.92296188,81.45763692,73.46442074,55.69532039,58.2012739,0,0,0,82.41730237,126.0007448,60.74722906,71.87215088,63.26955177,82.39695298,46.47204771,63.04820427,39.36183087
gene-QMZ85_RS00280,72.66208154,44.03525564,56.94353053,122.9427131,117.2852646,96.92842935,0,0,0,88.94159902,156.4377891,212.2245372,102.7692194,79.61224042,94.25481706,72.74513586,63.79984337,82.54848909
gene-QMZ85_RS00285,311.0879369,308.3874363,449.070541,458.5587814,625.9695912,526.4470971,0,0,0,489.7152678,936.6213902,863.419834,563.6402309,630.4358909,641.5105294,394.1582827,410.1693692,391.4055073
gene-QMZ85_RS00290,59.50913865,67.80428567,82.36615013,96.58329673,141.3037171,111.5589257,0,0,0,71.21392122,166.4065435,245.3434311,79.12062064,111.4406878,139.9616598,88.31634665,93.96607367,72.21926828
gene-QMZ85_RS00295,253.0286766,282.9320676,398.3974535,542.7183702,546.5326773,549.1805885,0,0,0,446.0460544,1073.125157,887.9838109,572.222331,476.9492097,674.9232296,361.1114498,383.2135965,363.5655142
gene-QMZ85_RS00300,506.6926757,595.891059,827.8264853,928.9682632,893.5027827,831.9939189,0,0,0,828.8739305,1875.645831,1313.587776,1040.733161,1018.440784,1211.46706,686.5038627,732.2852309,611.4824964
gene-QMZ85_RS00305,121.5529904,176.1692865,253.5031527,244.165375,214.786738,216.3481449,0,0,0,198.592388,505.7735808,343.1095526,291.9412094,284.850844,375.5678224,205.5197345,187.2516351,216.7490292
gene-QMZ85_RS02685,17.53165862,5.810681115,9.335569735,13.77735658,17.09178286,7.704663141,0,0,0,13.99821319,29.82771051,31.80050547,6.177758482,12.45870484,10.36947039,6.192425882,1.36429871,6.459102615
gene-QMZ85_RS02690,192.9292824,180.8414287,235.4041561,401.6573268,468.9210726,344.145988,0,0,0,301.1530274,568.6967414,735.1691686,320.6767327,329.1164439,352.8593705,311.2002145,278.702096,292.8335755
gene-QMZ85_RS02695,1398.038034,1209.155953,2148.336693,2450.913008,2963.171874,2472.591203,0,0,0,2032.241843,4970.270797,3194.835158,2484.031903,3574.196042,2505.794863,1727.673742,2413.048772,1683.608597
gene-QMZ85_RS02700,41.07436524,46.80398785,82.379929,89.01049302,151.8327202,85.82137402,0,0,0,67.82802546,122.1511896,156.0138668,76.19611752,93.63257788,94.5788881,57.15287539,54.77419369,61.31742497
gene-QMZ85_RS02705,288.6867956,299.5281004,422.9370433,540.3181145,733.166269,557.8530934,0,0,0,547.162065,989.3050507,1076.083701,600.8978573,714.4552017,607.9463184,506.1855496,485.7082921,509.8320245
gene-QMZ85_RS02710,12473.6584,12173.89568,19608.67683,14960.47107,16330.16452,14847.00347,0,0,0,8136.396467,19611.46691,17269.75122,22975.33511,29703.59184,23886.68495,11555.60551,14420.18135,13291.19704
gene-QMZ85_RS02715,11631.41236,13532.83169,20285.32608,14216.11041,12906.02734,11798.54358,0,0,0,10568.68508,21035.09859,16023.01925,23889.26899,26968.5682,26782.67842,11013.26383,13477.1341,14640.80537
gene-QMZ85_RS02720,4353.04318,3504.550543,5146.069194,6266.716831,13812.92409,8552.579357,0,0,0,3969.383718,8221.146523,11801.52385,7309.331666,10866.58756,7283.354349,5694.761605,5181.801698,6036.492254
gene-QMZ85_RS02725,51.05078983,91.09583418,85.67215419,96.58172362,71.88986532,64.81327314,0,0,0,91.99684479,179.9926856,174.8347113,82.67735762,142.2357481,171.8948085,69.45601345,88.94498576,54.33535177
gene-QMZ85_RS02730,25.62319336,12.54578877,24.1876125,14.54276528,20.29649215,20.58589683,0,0,0,41.5571954,61.59624299,39.48852961,34.67968966,8.454121142,31.87087224,22.8775734,29.16188493,17.53184996
gene-QMZ85_RS02735,16.3312661,9.595460422,8.564600273,1.544835872,1.437358418,1.943804666,0,0,0,6.180300855,7.851828777,0.932167162,4.534059172,3.592227299,3.693327852,0,0,3.724715375
gene-QMZ85_RS02740,13.2691537,2.970023464,1.192926467,1.07586784,4.00406988,1.353721107,0,0,0,3.074384354,7.898565853,9.088629831,3.157648352,2.501729726,2.57213904,2.901383215,0.958837486,5.187996415
gene-QMZ85_RS02745,105.8017289,96.37824486,128.5200514,164.7859033,263.7647887,191.529124,0,0,0,144.4594163,272.0840667,358.1281291,171.1194468,120.1492978,150.2401744,175.748246,124.4583757,119.5300631
gene-QMZ85_RS02750,76.91038135,69.52124987,105.7373548,112.8222173,158.7403302,151.254622,0,0,0,98.2549741,213.1413096,209.9068265,130.0870671,237.3615668,171.834419,109.8706391,89.7765035,118.8302648
gene-QMZ85_RS02755,107.3478774,95.71765051,110.5572235,133.393863,103.0893204,133.3614759,0,0,0,136.7235181,269.8863199,249.9489352,189.9140262,191.1225598,223.6338098,152.614611,115.4299663,121.1948781
gene-QMZ85_RS02760,113.4744538,87.30032629,163.2476142,160.9796952,302.0456093,225.4294963,0,0,0,163.1724007,336.3478976,356.1980252,219.5071028,214.3972589,263.1119189,144.7976572,186.0065839,197.7431183
gene-QMZ85_RS02765,311.6346487,279.7108698,439.8770992,514.1791551,489.5069985,488.3672185,0,0,0,276.1176103,620.6875883,731.8696075,490.7250782,447.8643511,615.6755369,394.6562923,289.1350543,342.1476054
gene-QMZ85_RS02770,206.8168208,186.9748572,335.9948969,294.1637847,478.2621227,419.2582565,0,0,0,201.7460203,446.285983,552.6042742,309.3705973,439.8941481,438.0558556,202.3927561,239.1148924,229.0915457
gene-QMZ85_RS02775,182.6494165,184.8351829,279.8936375,347.8586994,256.3481527,273.0761789,0,0,0,262.9744179,527.6277824,430.6015022,312.8376721,325.6996452,305.059445,146.6645686,168.7274023,141.0226179
gene-QMZ85_RS02780,166.9287669,173.2746322,234.6406101,222.0469568,231.5569175,225.0142787,0,0,0,169.512593,332.011121,353.564015,273.3653167,339.5987602,263.8269371,117.2172489,116.8765298,148.2153746
gene-QMZ85_RS02785,289.0938191,337.2171457,327.9241953,565.1526001,558.2784925,484.0520534,0,0,0,431.0042526,861.2174418,812.7976557,598.0543532,708.4139589,467.0000753,248.1788451,276.8641041,264.3636277
gene-QMZ85_RS02790,1112.527027,993.6653625,1206.701847,1515.666994,1734.741184,1592.141852,0,0,0,1307.769616,2835.769888,2323.801246,1706.410128,1829.497178,1451.170631,670.3178029,769.8753823,817.0850161
gene-QMZ85_RS02795,494.3748649,531.5610039,736.2910261,619.4666251,662.5053724,702.5115506,0,0,0,622.5020105,1161.815315,911.0304612,750.5618888,709.5963144,747.7837863,310.2776428,374.8456922,340.326941
gene-QMZ85_RS02800,304.2196215,349.9877099,444.8160932,565.7490396,392.3988482,414.168001,0,0,0,425.7947345,865.5524097,670.3489621,540.1889157,509.1325081,405.1850897,182.2917844,187.2773315,191.3231849
gene-QMZ85_RS02805,868.8455975,961.5248726,1151.782108,1079.786175,990.921605,968.4056213,0,0,0,1074.7952,2010.95966,1359.537935,1269.104333,1148.57624,1020.048292,356.9867929,476.7772765,464.9010017
gene-QMZ85_RS02810,307.0334732,365.8642998,470.8745859,499.3521037,449.6236802,496.5712243,0,0,0,499.6386973,955.9965047,765.2121394,510.376843,558.4416688,425.9509882,176.3933536,187.9321473,206.5471073
gene-QMZ85_RS02815,353.4125816,459.3967098,511.600423,681.8378035,660.3785494,620.3344428,0,0,0,539.2921266,1121.981647,1059.601234,624.290184,779.0752473,461.395738,204.7480188,216.0892286,230.2964262
gene-QMZ85_RS02820,343.056169,365.0955673,431.8007417,643.6328444,567.406,513.093317,0,0,0,473.5450525,943.5600094,750.1444719,530.4849232,447.6265675,412.2114207,177.0079646,201.6832801,170.0650532
gene-QMZ85_RS02825,62.9378438,54.07714854,107.3242697,85.26987511,49.31788803,63.79503183,0,0,0,80.34391112,110.6264036,147.4046631,125.1326003,123.2546186,165.291558,74.57981772,82.15612998,66.67851131
gene-QMZ85_RS02830,196.2833303,157.429923,279.3998844,209.5438695,273.9388186,226.9483637,0,0,0,228.9043505,377.4803722,459.3473542,288.0410799,444.0806275,319.1825032,224.1303327,174.9305522,246.2177418
gene-QMZ85_RS02835,12.18151816,25.4480699,28.10873729,71.4423278,66.47193603,60.89525765,0,0,0,51.36741858,101.5159939,166.6006439,40.58354603,53.58896462,40.40460306,62.1498481,43.13196824,50.00888348
gene-QMZ85_RS02840,53.07661482,29.35082011,58.94460188,14.17614095,32.97469313,35.67453269,0,0,0,83.04454678,138.099812,38.91216668,78.0124887,65.9279363,76.25635741,47.78748825,60.01194621,59.81454691
gene-QMZ85_RS02845,21.48339171,1.980015643,1.590568622,8.606942717,2.66937992,11.73224959,0,0,0,12.29753742,18.63251432,13.84934069,9.472945057,10.0069189,11.43172906,0,2.556899964,5.187996415
gene-QMZ85_RS02850,16.88801381,13.80561407,20.43825065,41.28924968,30.87053876,24.58471129,0,0,0,16.43398182,49.54979827,56.5020414,27.59078053,27.43155392,22.91542053,9.941802625,6.571054102,13.33278799
gene-QMZ85_RS02855,49.65231709,42.74591899,51.71913455,71.90961818,50.63210945,52.57678105,0,0,0,54.42652043,111.9518813,96.16356725,78.43191068,117.5005962,66.59904094,27.9531114,22.51721581,42.17339022
gene-QMZ85_RS02860,35.62676885,43.85870266,83.27607225,46.21810336,129.0078405,65.42367212,0,0,0,62.73428676,117.4547538,202.1908883,80.54166071,188.0349411,82.87220577,51.93343472,36.04178168,55.71766013
gene-QMZ85_RS02865,268.2827466,295.9018151,444.3013539,418.7349186,440.8661644,407.7626627,0,0,0,392.7500453,772.2208326,831.7499528,548.3357618,761.721295,653.0259825,334.088649,345.5094585,345.3899371
gene-QMZ85_RS02870,249.7394403,259.1110997,350.1929821,492.830369,672.0936663,468.1694256,0,0,0,314.6098414,774.8294839,888.7267889,487.6738592,474.8546359,547.8565904,434.4134195,327.2721065,457.2464123
gene-QMZ85_RS02875,266.0303499,255.5668971,407.3407447,606.824624,759.503694,578.0934576,0,0,0,384.2230593,889.0376764,957.4623252,554.7449044,586.0149338,628.2711,472.0373105,445.9112552,510.1402428
gene-QMZ85_RS02880,22.22866774,14.92627177,11.99044038,14.41846814,23.47685417,13.60663266,0,0,0,24.72120342,50.89148282,32.62585068,5.289735701,25.14559109,25.85329496,16.20145613,12.85006136,8.691002542
gene-QMZ85_RS02885,86.8075476,105.4080757,120.1845543,111.347294,198.0330636,156.8431142,0,0,0,135.7211396,276.5690499,310.967045,158.2010155,242.8782093,169.0209294,103.6363238,146.6573299,147.3003094
gene-QMZ85_RS02890,77.59935458,38.6854955,59.19331328,72.06952667,49.67074028,67.16862543,0,0,0,88.48000338,158.2789535,130.4621042,78.71769527,68.27505429,105.845844,59.98640402,68.98775029,74.01103747
gene-QMZ85_RS02895,22.46063297,21.26147779,14.13482645,16.99708587,41.51322827,20.05007584,0,0,0,21.24964904,36.59571918,34.61463049,23.38409611,32.11288333,25.39744341,24.82862949,20.82875185,25.61328205
gene-QMZ85_RS02900,2434.067237,2508.908912,4094.360247,6366.932526,7724.744268,5995.759799,0,0,0,5221.597358,11183.4493,9964.142801,5732.305726,5933.845541,4984.649572,2825.2279,2866.370843,2817.039178
gene-QMZ85_RS02905,445.3820287,488.1168997,932.3498332,1160.440407,1106.516007,1041.541248,0,0,0,697.6446444,1605.073115,1665.985364,1258.942591,1285.236454,1254.607413,859.4822162,740.0557851,723.1615873
gene-QMZ85_RS02910,138.3265383,134.672287,153.7773979,467.9548079,615.0716115,505.4513663,0,0,0,336.0306829,809.6551959,715.4090502,331.2931054,397.928979,321.0927528,726.8637479,722.0006149,671.0400195
gene-QMZ85_RS02915,59.71964461,96.37396138,93.52543499,246.824229,274.5600208,289.3092128,0,0,0,182.1575007,441.3100395,437.4765516,187.1527887,254.2498655,218.0968643,457.773223,396.9238319,431.7307659
gene-QMZ85_RS02920,90.48485626,69.81199065,138.0449225,300.3521606,441.5211025,355.2789194,0,0,0,270.382461,560.7143427,457.4697098,244.020944,260.5491505,315.9347056,597.349481,642.1592931,466.0368757
gene-QMZ85_RS02925,49.63845354,41.24364567,79.51555201,163.9169242,208.2335183,165.5655062,0,0,0,95.63202376,211.173833,246.0713778,85.56718231,134.9921206,105.1194973,270.1379633,196.3015952,236.7175224
gene-QMZ85_RS02930,440.535903,547.197123,843.0649925,1786.973447,2247.88483,1838.353263,0,0,0,1476.491532,3497.047501,3037.036913,1435.845859,1773.626306,1644.934359,3504.097222,2974.698492,3448.564977
gene-QMZ85_RS02935,40.81270003,68.35554003,99.19364317,81.47253731,135.2586939,91.45821841,0,0,0,69.38792324,118.1839026,195.6809544,98.4612168,59.43503348,151.4963913,81.85417494,115.3219995,78.95973332
gene-QMZ85_RS02940,185.3744343,190.4763818,279.7876203,182.3617184,262.7432407,313.1044581,0,0,0,179.2736473,361.1045117,272.5232437,424.8326485,219.5401509,516.6800292,160.4161788,154.3231475,173.3345221
gene-QMZ85_RS02945,607.8974884,811.1906286,946.0740394,948.3346169,939.8537571,1019.783997,0,0,0,723.917668,1520.638578,1448.127001,1269.075178,1212.961112,1512.846225,630.3602861,633.5742196,624.6148053
gene-QMZ85_RS02950,146.7213429,131.6176303,190.6250904,232.4030226,192.4403931,208.6603985,0,0,0,118.956069,315.3126064,326.9035427,286.1698665,476.4533746,320.4848545,131.0406587,114.8684377,158.6767539
gene-QMZ85_RS02955,960.128027,1066.21482,1587.471199,1179.625078,1288.138025,1315.479112,0,0,0,1064.999982,2204.997668,1786.971382,2034.648631,2254.129795,2508.082164,886.9852629,1113.782839,1019.525887
gene-QMZ85_RS02960,333.1544542,305.4951408,477.2888934,505.471306,720.3972623,488.9953895,0,0,0,296.8076716,566.8959488,731.0983971,647.0308533,761.8490656,629.1130113,323.0365223,329.2695474,394.9737436
gene-QMZ85_RS02965,419.7877718,336.4226578,631.6003402,1013.271893,1065.082588,816.663024,0,0,0,523.3143262,986.7131497,1583.074069,723.3885316,929.7337381,851.1441913,664.6805183,429.5591939,554.6439804
gene-QMZ85_RS02970,484.5838268,579.0171723,768.8389851,1349.268447,2061.8395,1554.206721,0,0,0,642.4653675,1577.784476,2453.505444,1116.661324,1406.452865,1277.391983,916.7544943,552.4268815,964.3765294
gene-QMZ85_RS02975,36.24744427,11.83180079,38.01846951,20.57269235,25.52187631,8.628596323,0,0,0,5.878822765,28.58452947,22.75852023,37.7377486,63.78393837,46.45185518,21.57559767,15.27903637,20.09720146
gene-QMZ85_RS02980,7.634307611,25.91650612,25.62340685,11.55452584,40.31495016,19.99056648,0,0,0,6.603609133,24.85799358,43.57562248,8.478069548,13.43394592,48.34212003,18.17670215,15.44647786,35.3041024
gene-QMZ85_RS02985,20.46141963,21.93512981,33.88602717,45.23010767,56.86939829,37.68445655,0,0,0,51.00091749,87.67496153,101.7926541,45.74471439,25.58290572,24.35455323,34.06532254,35.95223688,38.31598512
gene-QMZ85_RS02990,289.660246,232.0631847,430.6561913,276.4108023,310.2071976,313.7160856,0,0,0,387.6050847,561.6356535,532.489066,514.355314,523.4700415,649.4766937,307.3897893,393.6416599,305.7412482
gene-QMZ85_RS02995,351.6278899,403.248064,501.934898,558.5795283,864.5568841,676.2390096,0,0,0,390.4487902,855.349206,928.3008892,742.7291671,748.3809689,838.6034011,401.724458,424.1149523,466.9949542
gene-QMZ85_RS03000,815.9228631,633.4756932,1157.606487,2015.663839,4193.295274,2270.896567,0,0,0,1273.684934,2291.819586,5581.154004,1539.646459,2639.168086,1663.984091,1642.831368,989.3835294,1921.519889
gene-QMZ85_RS03005,42.42084189,31.86366226,41.34808705,42.61795636,30.56580502,20.1091708,0,0,0,25.87919663,68.69385921,39.64716727,60.58696228,57.80839046,89.86061049,23.94404674,41.1472491,48.16645093
rna-QMZ85_RS03010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-QMZ85_RS03015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-QMZ85_RS03020,255.3070322,325.3049229,438.869354,435.271964,385.0544847,350.4617445,0,0,0,270.6773476,643.1921416,663.4227362,560.9807142,422.1635467,642.5304189,322.3483298,332.6499506,356.1684384
gene-QMZ85_RS03025,49.27537185,43.23471822,53.33678653,74.95117491,137.3916392,91.4928748,0,0,0,71.60624439,135.1958564,167.4030148,68.12814774,85.84184544,62.40450508,74.41496401,83.7469516,75.52181519
gene-QMZ85_RS03030,339.7316396,312.5805239,425.7772721,843.4803862,1357.364109,1017.956133,0,0,0,534.584,1323.384495,1467.477757,724.8584521,786.0687892,639.4918135,452.8716753,371.4767737,342.2462694
