,all-1,all-2,all-3,mLB-1,mLB-2,mLB-3,mLC-1,mLC-2,mLC-3,mLLm1-1,mLLm1-2,mLLm1-3,mLLm2-1,mLLm2-2,mLLm2-3,mST-1,mST-2,mST-3
gene-QMZ85_RS07335,655.1518028,708.7700269,1006.647812,1281.317533,1340.446447,1231.45219,0,0,0,841.7711298,1878.105498,2084.41828,1420.869446,1351.239607,1731.776056,1033.1582,965.4834745,1044.014973
gene-QMZ85_RS07340,224.1012626,286.8334261,384.7371654,442.9387743,449.0745295,455.2135404,0,0,0,281.4437642,693.9375268,757.4423707,522.9017722,675.8389498,723.755469,292.3591333,275.5940421,336.2590269
gene-QMZ85_RS07345,318.8744015,296.8820374,420.8983786,458.9035893,531.5133891,444.1214419,0,0,0,404.2601716,707.3329989,629.0509127,628.0382603,641.7242139,752.9210887,373.6670096,403.6529352,339.821937
gene-QMZ85_RS07350,346.4226677,355.9170617,568.5397234,511.1151231,494.7563806,436.3376587,0,0,0,342.1542587,743.1361784,659.955201,630.7468376,590.4735739,757.1007777,347.1700348,404.3761259,403.7065893
gene-QMZ85_RS07355,2606.952158,3033.801011,4194.85501,3295.095361,4550.016738,3168.367544,0,0,0,2990.529296,5831.644838,5165.655642,4646.994125,6878.217387,5496.826967,2349.27293,3133.356271,3364.534879
rna-QMZ85_RS07360,18155.02351,25775.17088,27915.60248,26894.83019,24405.7156,29368.68428,0,0,0,20350.44392,40531.19384,54788.12135,34448.18845,38425.03243,52076.24736,27261.05664,28159.21811,25897.7108
gene-QMZ85_RS07365,166.9500793,189.7574991,279.3616889,280.4298427,296.5923762,253.6134961,0,0,0,236.0232817,495.5217761,526.1490433,339.9926098,336.2324751,358.7900129,226.4837322,232.3524731,235.0634012
gene-QMZ85_RS07370,478.2548389,567.7886946,802.6436585,929.0873508,988.0251596,841.1335994,0,0,0,596.8233517,1329.853693,1429.275214,986.5436034,895.7835345,1187.360805,552.261695,560.9914846,569.8897913
gene-QMZ85_RS07375,583.7275444,641.4596132,783.2433123,1037.504111,1563.109461,1101.637905,0,0,0,1610.198219,2814.76165,2397.595572,1104.811576,1180.595892,1128.642329,1401.573241,1584.221407,1465.044453
gene-QMZ85_RS07380,452.9842022,523.5625147,704.9514769,640.8424556,901.945839,635.0374821,0,0,0,864.2399088,1514.272,1479.878724,829.8451588,812.8142417,981.0277332,884.5995047,779.9466295,877.9087027
gene-QMZ85_RS07385,260.7677163,243.1545297,329.6626357,326.128286,338.7791298,318.0656026,0,0,0,196.118988,465.2493037,427.5607599,404.5908563,338.0598256,514.5769174,251.9578004,319.8348346,255.7907798
gene-QMZ85_RS07390,391.4045553,450.846163,652.6750002,554.802607,425.9730812,449.2919564,0,0,0,608.4646323,1114.44183,772.9410173,863.4800492,1152.464528,1258.26687,462.2353409,464.3029522,519.2990209
gene-QMZ85_RS07395,298.3771236,414.5202883,577.16207,593.2587273,582.7905673,553.3144527,0,0,0,451.6425942,968.0186292,1008.768805,707.8138462,843.4121542,895.3673156,422.0510599,355.0635679,435.7884272
gene-QMZ85_RS07400,5049.351751,5069.50137,7419.684509,6169.424407,5751.445975,4952.814289,0,0,0,4611.740498,7466.789576,5540.387543,8343.180999,8050.899821,10040.99109,4469.935456,6103.255779,5064.892178
gene-QMZ85_RS07405,131.1304601,124.1295101,137.5374044,99.23298662,92.32914075,81.93994228,0,0,0,170.1400471,217.1569508,220.8002424,213.8842399,173.0608328,252.0696259,117.0793462,149.2402346,157.0131856
rna-QMZ85_RS07410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-QMZ85_RS07415,631.6117164,821.3018798,1091.807795,1344.067659,1308.564855,1069.392588,0,0,0,1316.230281,2948.406439,2280.904513,1570.12005,2383.474049,1586.948533,923.0603527,1189.692202,974.847083
gene-QMZ85_RS07420,820.7056342,862.4068132,1264.325325,1958.358397,3286.340354,2236.518715,0,0,0,1665.46902,3435.245532,4426.058293,1734.923107,1791.099499,1923.194774,2937.494314,2248.226188,2643.332211
gene-QMZ85_RS07425,54.3711664,44.36925297,45.62216341,43.71697124,49.04985603,30.7393744,0,0,0,38.21234797,82.05320662,85.34445085,68.87139119,65.77718645,85.0478819,35.83090328,40.10747047,51.15237929
gene-QMZ85_RS07430,24.20431946,17.06554199,13.70893998,23.35369148,17.89441002,18.14956376,0,0,0,18.84287166,23.27415045,32.32828591,26.20745277,35.13830156,21.89529867,13.58389188,14.69176396,26.49764944
gene-QMZ85_RS07435,27.93506043,8.753753367,3.515993796,3.170978896,5.900734559,11.96974452,0,0,0,25.37176141,1.790767967,7.653583016,6.980064778,7.373519192,20.21611035,11.40192702,11.30418931,7.645468402
gene-QMZ85_RS07440,40.69566004,37.77315602,45.52962352,25.66370344,23.08228519,22.60412201,0,0,0,39.60156268,49.79150419,62.97517141,50.21493526,47.74091939,70.89990829,33.06674474,44.981731,50.53297928
gene-QMZ85_RS07445,42.61308421,61.19723889,64.03811631,37.58725893,36.24065796,32.56621861,0,0,0,51.13250262,96.97929588,78.98494016,69.45072573,113.215221,102.5757472,83.30850658,81.36504363,66.39138493
gene-QMZ85_RS07450,58.28661533,40.30093377,58.99296668,37.65166678,15.69595393,32.21506349,0,0,0,43.30264876,71.87668754,59.9339487,72.86632087,56.57757995,94.27869367,46.66019365,67.10854593,59.44176425
gene-QMZ85_RS07455,885.027516,697.4511704,1016.868527,1615.344513,2661.648791,1882.336428,0,0,0,991.4135447,2966.845182,2626.394522,1658.826146,1137.956608,1358.63943,842.2770216,1237.515461,940.1041052
gene-QMZ85_RS07460,579.7921793,680.9325901,831.8841322,851.2492845,957.2466639,805.065067,0,0,0,768.7643706,1709.934312,1297.186651,1198.350667,1344.561225,1340.014514,533.7527086,634.0237181,619.4740772
gene-QMZ85_RS07465,110.2149826,70.57572524,131.4824473,144.6898857,201.4291594,164.2623582,0,0,0,126.2152413,310.2586341,301.3080067,158.0507531,199.8458284,143.9159343,56.72042027,44.59954657,68.1978411
gene-QMZ85_RS07470,64.48150726,67.35325938,97.90541403,142.9037018,203.2258498,154.2272454,0,0,0,109.5598788,231.6122359,262.8963545,121.9043637,148.5875837,117.5861983,48.0420038,33.1340425,57.4252606
gene-QMZ85_RS07475,58.05254746,41.84020555,48.22405241,96.20948156,164.3170177,111.2517618,0,0,0,62.51760584,150.3461631,230.6215962,83.16456348,76.61547285,103.9787207,40.2808703,39.97669147,55.60883658
gene-QMZ85_RS07480,219.725771,186.2172776,213.7005907,253.951084,242.6121911,239.6523043,0,0,0,182.7176043,382.8681169,275.0043478,284.4939306,258.3506697,339.706736,199.7482752,204.0983536,114.80534
gene-QMZ85_RS07485,136.1073588,118.1540028,157.419049,93.25608231,132.0946618,118.2160412,0,0,0,158.3013694,300.2698261,220.0468265,192.0016939,265.3980208,287.2872744,127.6225594,147.6166702,147.6609937
gene-QMZ85_RS07490,335.663833,331.2088235,498.2648174,495.9082961,606.1885655,510.5302414,0,0,0,438.8439835,789.2531936,721.3238076,714.9351407,632.3682614,757.9472889,457.5514679,412.1546404,496.1513537
gene-QMZ85_RS07495,464.7152498,475.8637594,703.6675585,827.4140932,725.0035862,707.4084434,0,0,0,594.5449423,1314.198329,1178.694304,859.5820514,896.6199337,1123.510332,616.2108114,607.3704493,577.8275119
gene-QMZ85_RS07500,486.515206,598.2647765,792.6982596,865.8822903,834.044205,890.5727108,0,0,0,684.6859862,1544.562277,1426.262601,1085.574709,1099.51902,1189.205892,689.0595284,624.3904537,686.9003106
gene-QMZ85_RS07505,86.52215292,87.05553762,112.1984927,121.3225213,116.3543215,89.57227642,0,0,0,66.03609133,156.1724083,101.0954441,148.3662171,87.696799,105.4548818,62.32012166,91.10847526,104.5054363
gene-QMZ85_RS07510,288.2609253,382.1698175,511.8501931,312.6694535,392.4867997,406.5668877,0,0,0,216.0974161,730.1988222,508.9632705,544.2043608,507.2472685,619.9464121,222.2392844,343.4622003,324.2953946
gene-QMZ85_RS07515,485.8551664,550.5160234,791.3690653,803.4055263,793.8335233,765.0129117,0,0,0,635.8438939,1379.627745,1176.833626,1041.996409,1109.364313,1117.847809,581.5369724,612.2438189,586.6426716
gene-QMZ85_RS07520,466.593435,361.3470759,476.3217779,526.3268571,772.1359894,705.9395531,0,0,0,472.416592,921.1639831,732.8568051,727.2639875,535.9519589,743.2067746,440.8303179,611.9638884,348.8022706
gene-QMZ85_RS07525,139.8593778,172.3225783,222.265947,226.6084482,312.4648946,262.3545268,0,0,0,245.1207658,384.936614,225.5515642,340.4418199,380.7338321,390.6347705,160.5659605,265.2850192,179.4436407
gene-QMZ85_RS07530,349.8231431,443.1225058,532.912787,575.1016326,515.9790049,538.4264486,0,0,0,482.8460373,919.4411195,808.888055,690.4411981,729.1405001,878.4244538,395.1156415,440.5422415,411.0308069
gene-QMZ85_RS07535,151.3666423,120.8909551,236.2878053,452.9802074,420.4273374,334.1184243,0,0,0,346.2439979,708.2155685,774.8898471,324.1852308,303.5432067,353.8755242,243.7161901,192.9038973,196.3752717
gene-QMZ85_RS07540,765.8862402,778.3545703,1156.17596,1227.697329,1693.08154,1321.994444,0,0,0,1003.09071,2072.519937,2048.642219,1529.021968,1593.909065,1620.217637,948.2170316,1062.122788,983.7169344
gene-QMZ85_RS07545,541.1973904,614.0909786,951.4726334,1008.032196,1207.817264,998.4296937,0,0,0,862.4199014,1861.311829,1731.753412,1252.107959,1210.258753,1391.9683,711.4765882,817.9936817,812.5961784
gene-QMZ85_RS07550,22.96010866,11.4462702,21.01695168,16.58528849,24.24936702,25.34044229,0,0,0,12.18699775,25.42286883,24.30442584,26.0772083,22.03770904,24.54610589,6.389563035,10.55798581,31.41943897
gene-QMZ85_RS07555,464.4203797,527.1461646,717.0283349,541.2332478,577.6983043,476.1187546,0,0,0,388.3289037,808.462096,745.0656766,811.4454565,893.5066701,896.2475587,457.0430774,471.9185033,477.3533146
gene-QMZ85_RS07560,100.2319034,106.4685818,139.434472,99.41605437,74.81844165,79.65262041,0,0,0,67.95823719,126.9061356,111.4970248,163.1985396,161.1256029,245.4227595,49.21562008,62.51698207,69.09611453
gene-QMZ85_RS07565,105.913064,118.0896381,156.581045,144.6244447,129.6159091,165.6807624,0,0,0,77.43553424,211.5669106,221.0881175,197.431606,177.49829,282.8654625,118.3659324,88.43865757,142.6346888
gene-QMZ85_RS07570,395.673233,395.7292478,570.7015351,857.1502482,1465.795427,1130.402705,0,0,0,832.7064779,1509.153172,1560.535708,912.5523295,1130.842388,1080.794237,1362.51399,1222.628994,1432.056012
gene-QMZ85_RS07575,29.14010225,22.82841564,50.43038161,43.41443165,34.62342778,44.22155615,0,0,0,98.06683269,159.9489369,122.2509816,47.02419458,43.2652082,52.72044463,50.17686266,71.85640927,54.83000133
gene-QMZ85_RS07580,721.2175308,752.1774956,943.3447854,970.4402368,1450.156787,1039.283077,0,0,0,547.9510339,1218.88095,1471.414576,1297.718935,1418.420159,1627.879018,707.0674241,740.0234729,800.4593777
gene-QMZ85_RS07585,619.2229024,631.9849091,916.4363873,824.414821,657.7935244,648.0928284,0,0,0,529.1616215,1253.72993,902.077433,1196.011796,1204.09793,1611.088044,521.8548797,656.3951473,635.7720848
gene-QMZ85_RS07590,26.42632033,15.68223596,22.17197812,8.18030547,5.91981021,3.430982805,0,0,0,17.66180805,16.93896682,19.19581301,16.00601061,19.02177257,24.62749218,12.25584289,20.25130898,14.24462809
gene-QMZ85_RS07595,11.66546185,7.619431923,7.344929449,4.416127677,4.108888463,6.94579416,0,0,0,15.14335497,21.1985674,7.994187495,11.34108256,10.26888013,17.59648348,3.969780874,9.839379441,2.66190392
gene-QMZ85_RS07600,14.18077495,15.5529473,10.70901927,3.219390787,0,4.050829571,0,0,0,9.199684479,12.72675555,11.65564742,14.17326131,0,10.26237663,14.4700028,5.738386178,7.76219311
gene-QMZ85_RS07605,108.6882321,102.5234368,92.12953297,157.3657437,337.3458755,224.9359155,0,0,0,228.0807745,399.5604252,446.6722434,214.305352,225.4095822,219.7144202,165.225835,143.61382,154.8036184
gene-QMZ85_RS07610,115.8035232,113.4008959,200.4116464,251.9486868,188.5552907,155.0625995,0,0,0,109.5598788,117.5394975,386.6798874,120.5647553,203.7772577,248.7959944,167.4010194,87.86438057,112.249377
gene-QMZ85_RS07615,362.7151503,336.4482851,453.3605832,626.1769647,659.7621312,540.5487124,0,0,0,638.498781,1078.637215,942.0133753,752.1239217,964.0563906,630.0316525,406.1018549,479.4231896,420.5266789
gene-QMZ85_RS07620,229.2328099,216.6181324,395.5613432,365.4552091,285.1610808,323.4837121,0,0,0,264.9376239,557.8415651,424.5511892,471.2248824,372.7919994,671.2683197,271.3521964,307.6771053,236.8000556
gene-QMZ85_RS07625,1337.06088,1594.478711,2120.898916,1953.816199,1583.266062,1668.441369,0,0,0,1476.513747,3258.36159,2347.117779,2652.005504,2752.317243,3085.05901,1296.461289,1534.229552,1513.785492
gene-QMZ85_RS07630,1161.27538,1191.071254,1637.09944,1376.412988,2003.243261,1502.482816,0,0,0,983.2952777,2043.232441,2160.184369,2007.821181,2110.649819,2280.089616,1085.311219,1152.773248,1279.234333
gene-QMZ85_RS07635,721.928265,922.8804617,1281.222422,966.0662024,902.4312145,825.3705384,0,0,0,975.8845789,1715.759175,1638.325871,1606.895978,2168.653905,2189.128381,718.3071267,913.6924864,1023.973496
gene-QMZ85_RS07640,1575.796666,1676.140667,2277.376891,1655.890947,1901.906233,1664.85171,0,0,0,1372.930175,2685.611915,2610.239389,2704.840978,2882.874925,3128.303756,1402.943735,1674.382121,1671.871543
gene-QMZ85_RS12560,81.67392884,76.02747995,97.95983061,73.07739553,83.21561781,73.42303203,0,0,0,80.89939229,137.9755843,115.174878,120.0450796,147.1017079,154.718598,71.55647407,81.65327781,61.79977109
gene-QMZ85_RS07655,17.08212891,0,0,0,0,0,0,0,0,8.311439081,0,0,0,0,0,0,0,5.843949985
gene-QMZ85_RS07660,51.60226441,51.20540454,64.94821874,78.10003576,130.7996161,115.4673966,0,0,0,46.86728148,125.7019626,153.1602434,139.6878139,108.9642281,130.702769,91.26820286,66.12427406,94.15252754
gene-QMZ85_RS07665,126.8660549,116.6277507,158.0482089,133.7225003,131.2553639,129.4289448,0,0,0,96.5806597,210.7864929,211.0335512,201.8947986,194.7688118,316.1848966,125.4907212,102.1512717,141.7208777
gene-QMZ85_RS07670,952.693001,1055.896304,1495.917298,1684.757125,1758.604262,1680.882187,0,0,0,1326.305507,2897.852892,2214.404592,2258.495585,2187.271468,2458.131962,1079.224628,1379.480998,1253.756746
gene-QMZ85_RS07675,504.7898494,573.463792,747.5778917,939.3917229,893.724467,863.4295813,0,0,0,664.2479876,1570.895014,1722.644916,1040.123031,947.8794554,1265.74922,625.4494654,624.7643961,652.9587997
gene-QMZ85_RS07680,346.3534342,431.0585051,633.6960069,671.1137898,590.4291613,557.3682871,0,0,0,463.645376,1019.61493,883.4781852,875.2490992,781.3346166,931.7192257,477.435714,450.510241,485.8522521
gene-QMZ85_RS07685,524.8361665,601.2180144,843.6953471,782.4558583,859.8044161,730.9946929,0,0,0,571.7930074,1213.474282,1162.739049,1059.949065,1142.981413,1226.460727,555.8572312,595.775572,657.7520593
gene-QMZ85_RS07690,64.48150726,57.73136518,112.0759345,66.22366669,142.6904903,70.16974199,0,0,0,63.74392948,133.8488057,145.1176267,76.72302608,153.9907686,147.2142168,68.92983153,90.08317806,75.63327006
gene-QMZ85_RS07695,154.8067932,132.5950475,209.1332643,253.0441159,352.0689666,224.0558845,0,0,0,166.044083,271.2516034,382.4293463,263.8916898,228.8248789,311.8194631,177.9729956,159.7423252,196.3080199
gene-QMZ85_RS07700,15.10310178,2.366360158,7.603693901,10.28634617,9.570703615,2.157149081,0,0,0,3.919215176,3.872717717,6.206869153,2.515849907,0,16.39477242,0,3.055807274,0
gene-QMZ85_RS07705,94.35842635,39.27031025,92.78316963,143.9272088,115.2282332,92.65468908,0,0,0,74.60506032,143.6593858,173.6938145,132.6212308,124.5305463,152.0419966,36.10610223,56.6779492,76.66705814
gene-QMZ85_RS07710,564.8749446,796.5435343,1067.186782,1055.011518,854.9128511,884.9856253,0,0,0,807.7207616,1642.56648,1581.934429,1313.462931,1786.12523,1577.213082,679.7907524,640.9723395,729.96248
gene-QMZ85_RS07715,802.1548331,1010.26211,1398.591367,1311.650692,1341.596062,1177.34822,0,0,0,996.5593379,2341.661862,2089.551042,1628.631975,1463.51954,2126.532338,1014.448973,1097.70765,1019.956922
gene-QMZ85_RS07720,153.4279473,192.0728363,309.5426846,350.0272858,394.7818372,332.467327,0,0,0,222.0029123,562.64552,654.1146499,361.3932119,438.7243919,460.9281906,240.9753422,209.2361964,230.540278
gene-QMZ85_RS07725,566.5928632,675.270356,886.1534965,894.0892094,1030.046977,953.8596295,0,0,0,658.016632,1789.863629,1555.666595,1154.305574,1046.873821,1338.920752,734.5335173,808.1185698,699.8947238
gene-QMZ85_RS07730,272.0957048,349.2747594,569.4048542,571.8300854,639.3792997,537.6813171,0,0,0,419.6787828,1066.871084,1032.896049,658.946398,475.9172902,812.5538528,511.8039991,412.3330806,428.2138367
gene-QMZ85_RS07735,455.7939968,562.6221676,806.9851248,1194.171476,989.0485008,955.300226,0,0,0,731.9451773,2082.84674,1873.710356,1143.559742,1109.881856,1498.262658,807.3574004,781.7652608,771.9693845
gene-QMZ85_RS07740,118.4179454,140.3129013,173.2642521,147.8611036,143.8274663,118.3939671,0,0,0,112.3534375,233.4276746,154.1084006,208.3544702,214.8896131,214.2424443,84.58321957,103.3252443,107.356388
gene-QMZ85_RS07745,75.41632434,79.06468433,117.2557692,177.5085589,137.0467619,129.100543,0,0,0,126.6315972,234.6173315,248.4044619,178.2798834,204.917802,186.6067678,121.0901667,95.36855238,115.3438725
gene-QMZ85_RS07750,946.1171975,995.5923825,1500.081525,1689.580001,2046.816415,1833.880967,0,0,0,814.3561572,2118.829495,2338.463222,1935.642694,2303.199828,2080.98335,1044.741613,869.2880604,1118.075784
gene-QMZ85_RS07755,1339.129667,1408.352256,2140.087159,1923.56737,1971.251724,1866.39004,0,0,0,1057.051321,2660.925627,2212.1386,2657.650408,2163.243422,2771.930807,1244.482648,1278.863274,1346.38536
gene-QMZ85_RS07760,662.2992358,739.6264455,1053.430572,1053.85144,1174.46523,1086.557493,0,0,0,891.3504494,2129.937525,1882.594322,1258.448705,1215.041904,1262.893389,925.3945832,851.6247725,908.8078619
gene-QMZ85_RS07765,347.4105697,327.9175906,552.6502976,659.9960165,786.0717186,717.5952521,0,0,0,577.5370754,1275.14889,1331.89739,745.4920701,614.5157926,791.1276137,585.903568,575.9998282,513.3758271
gene-QMZ85_RS07770,154.1480409,95.98863068,189.0407728,237.7896834,171.1526891,217.3442441,0,0,0,161.5425447,296.4483014,200.3366065,177.7688838,146.0584334,389.7246698,129.0601101,167.9393657,129.8102933
gene-QMZ85_RS07775,155.9367698,132.7838957,197.9735485,163.1549652,158.9644969,168.4938125,0,0,0,210.2430083,296.4113124,259.1254607,217.9699304,164.6393811,262.4958634,192.3242927,212.6239623,211.5339268
gene-QMZ85_RS07780,13.76060384,5.390042583,0,11.71500536,7.266645337,2.45675312,0,0,0,2.231775309,2.205297589,4.019867313,11.46109402,0,27.47870119,0,0,4.707626377
gene-QMZ85_RS07785,23.64321933,2.646020904,8.502312271,3.834001756,3.567262256,2.412084881,0,0,0,2.191197576,0,4.626938823,5.626355246,0,6.110778809,3.446491577,10.2508444,0
gene-QMZ85_RS07790,10.61974602,0,0,0,5.449984003,9.444987368,0,0,0,4.027238545,3.307946383,3.538001624,0,0,0,0,0,7.068501005
gene-QMZ85_RS07795,26.82240832,1.406098065,4.518136956,10.18696119,9.478233048,8.972489654,0,0,0,5.822022545,9.20472037,9.835039044,2.989850614,23.68787566,6.494547527,5.494406861,7.263078158,17.19307025
gene-QMZ85_RS07800,28.59120292,20.14038352,28.40863394,47.21243605,25.4783717,33.97307667,0,0,0,44.9538773,54.5396899,49.34540629,8.991269884,11.87261565,8.951625132,50.14311443,35.63612152,43.20985489
gene-QMZ85_RS07805,9.27272808,2.13623706,2.574094541,1.547670433,1.876314493,2.617267,0,0,0,7.51930556,3.496104801,5.136326583,0.567797318,1.799409271,1.227818043,1.391244306,0.689659256,2.799595174
gene-QMZ85_RS07810,4.206071363,2.1966966,5.293892546,0,1.480750371,1.001242781,0,0,0,6.630646551,6.654439704,7.680543845,11.67734108,11.10201569,3.804824542,1.530762485,3.87636648,2.072066191
gene-QMZ85_RS07815,6.758583125,0,0,0,0,0,0,0,0,6.573592728,4.330402538,0,0,8.915255023,0,0,0,0
gene-QMZ85_RS07820,0,8.955763061,0,0,0,0,0,0,0,4.69826471,0,0,0,0,0,0,0,0
gene-QMZ85_RS07825,9.288407593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-QMZ85_RS07830,15.81005548,0,0,0,4.174455832,0,0,0,0,5.128334752,2.533746166,0,0,0,0,4.033128441,0,0
gene-QMZ85_RS07835,21.96273717,4.301413293,2.303582143,2.077537897,0,1.307041069,0,0,0,2.37469688,1.173261771,1.253604115,0,0,1.655629727,3.735114024,1.85154825,0
gene-QMZ85_RS07840,7.686958008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.51910997
gene-QMZ85_RS00380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.16718024,0,0,0
gene-QMZ85_RS00385,24.89867776,12.01907258,4.579853775,10.86959261,2.022674475,8.422154932,0,0,0,7.772652185,13.90237788,13.11761007,4.313152331,5.055041508,12.59308667,15.69610432,3.903951308,18.35304542
gene-QMZ85_RS00390,260.6224913,255.003953,418.2903629,427.5400881,829.7939643,597.6019958,0,0,0,288.1092112,634.7582504,963.9204018,468.4299487,634.3007649,534.9703733,362.1843693,301.7293729,391.8150523
gene-QMZ85_RS00395,432.9714406,450.344424,673.8249843,720.6111961,877.4903377,804.3448403,0,0,0,546.5916473,1279.003143,1222.313366,907.637426,833.9624383,1028.126506,613.4483629,457.2522325,578.4820255
gene-QMZ85_RS00400,682.0195603,788.840278,1111.913505,1077.780494,1174.289886,1049.875757,0,0,0,786.4776188,1829.081759,1826.050882,1354.701313,1703.474099,1562.054933,766.6599247,755.9048593,956.5915629
gene-QMZ85_RS00405,345.12107,360.6467001,511.5652987,728.8463069,955.4530089,766.5818631,0,0,0,426.2541056,959.3997377,1392.405661,773.0360998,812.8438892,952.6867186,631.6307624,438.9287736,585.1973258
gene-QMZ85_RS00410,512.1350501,509.3590241,730.2878933,832.5260955,1359.890059,1055.002854,0,0,0,572.8432171,1327.031752,1544.305279,1000.251426,1104.854819,1217.152562,736.6961907,684.6099653,833.6166968
gene-QMZ85_RS00415,512.8247573,585.1992007,768.9503193,867.2403971,965.7985736,843.6351804,0,0,0,656.8963437,1525.475781,1336.028585,1095.059106,994.4904194,1468.631013,702.1619811,706.7307512,719.6700943
gene-QMZ85_RS00420,11.183367,9.734525066,7.819852424,9.873516227,13.1237073,9.761279953,0,0,0,14.51027157,22.30374551,24.68216529,14.48927605,26.23887766,30.34952017,12.67940045,10.05656976,20.40496249
gene-QMZ85_RS00425,250.0725121,305.990437,383.6940922,354.1536237,377.3065848,311.2517222,0,0,0,230.2162069,412.2210108,551.3768764,436.4031953,515.4846173,601.1623589,303.7773024,305.992086,290.0622098
gene-QMZ85_RS00430,345.7862629,262.2413682,398.1775945,317.3490562,341.8920658,331.0049154,0,0,0,245.804639,462.1954392,347.7075809,490.2170907,485.4841844,688.710788,168.9122109,293.9928641,281.8982607
gene-QMZ85_RS00435,16.39130752,2.853551956,13.75374044,16.5388311,9.617618829,22.11077808,0,0,0,5.907640523,18.68016781,14.96950796,24.27055204,14.42173607,16.47513895,11.15041392,16.58224829,12.46136394
gene-QMZ85_RS00440,106.7178745,134.6937237,174.1165013,118.8948417,68.87852123,63.50968171,0,0,0,66.66835178,122.886689,96.10742609,182.7069084,119.9765703,312.8523725,78.64600459,109.960299,132.5146744
gene-QMZ85_RS00445,888.2224359,840.1798335,1203.617711,1135.751654,1491.385313,1257.654978,0,0,0,1043.366461,1982.348186,1925.373655,1564.616567,1492.922259,1678.539242,865.491808,991.5412034,913.7648394
gene-QMZ85_RS00450,422.0363839,616.0347697,900.4471491,1041.38436,1206.404226,995.1996812,0,0,0,751.176567,1778.968602,2087.671802,1082.572657,1352.002752,1177.956439,772.9510235,608.1946516,801.3019965
gene-QMZ85_RS00455,405.3123313,424.6233546,623.5028999,617.0917112,773.3926494,622.5303925,0,0,0,362.0693137,801.9771464,969.0914051,771.6144337,781.1461544,811.8606132,464.4557696,379.118531,411.5634412
gene-QMZ85_RS00460,417.2068793,453.9991681,762.8071192,569.5594302,482.8161469,510.3909503,0,0,0,372.3579934,923.4800292,734.8385491,819.3730305,581.5648916,1122.728721,380.3735886,390.8489177,395.2596927
gene-QMZ85_RS00465,16.9909895,11.53600577,11.40554085,7.71475963,2.392675904,7.280378147,0,0,0,6.61367561,13.07042229,8.534445085,15.09509944,8.969616334,18.44411897,3.467506769,4.583710911,7.750360499
gene-QMZ85_RS00470,234.0062908,254.0764824,250.6068286,417.0800805,456.3533566,361.3463069,0,0,0,273.6575757,511.2147858,593.3218237,429.9809886,539.1020233,544.0618813,254.4881764,248.1534984,247.1893983
gene-QMZ85_RS00475,35.4469265,44.2250137,42.96221395,55.13917719,87.3538072,85.31791399,0,0,0,57.06404994,98.46692696,158.2641972,71.07498234,79.70174985,68.88121697,93.77379908,50.46941059,102.4033497
gene-QMZ85_RS00480,115.2232841,128.3375962,153.9026145,298.0653264,437.9303601,328.5829552,0,0,0,490.199559,844.6568916,809.0797982,280.7242649,353.7889177,284.3317018,1002.972675,760.4511784,777.6522053
gene-QMZ85_RS00485,143.8205047,145.0095327,212.8625492,328.0201502,475.3792498,344.2624371,0,0,0,358.5239044,716.2237459,705.0691902,289.4850522,312.8327838,250.5638336,360.0904282,351.6149853,380.8621598
gene-QMZ85_RS00490,696.1694019,791.9884446,1443.508683,1716.937146,1870.340863,1529.000052,0,0,0,948.0003161,2262.952271,2549.313845,1658.921649,1644.627621,2099.221459,1177.171325,902.3668086,1189.594618
gene-QMZ85_RS00495,3300.817055,3690.90174,5200.123711,6830.417415,7402.251832,7099.703472,0,0,0,3618.456743,10674.07444,9680.408845,7356.622029,9730.645155,7547.305483,4400.5585,4273.075623,4595.246841
gene-QMZ85_RS00500,1352.983671,1476.279472,1914.886108,3950.192524,4276.379858,4190.475391,0,0,0,1763.466391,4966.497076,6010.051483,3187.117161,3742.59004,3478.820277,2416.044107,1696.056308,2642.05471
gene-QMZ85_RS00505,4022.895188,4813.534499,7281.623152,4410.551852,4774.735565,4183.954902,0,0,0,3712.698884,8006.786928,5968.556673,7997.321559,9349.405467,8940.34618,3901.051957,4846.754287,4573.187407
gene-QMZ85_RS00510,892.9052808,1047.824278,1332.354148,849.0114052,874.8564485,873.4119812,0,0,0,573.7345522,1290.034015,1050.062983,1594.933359,1591.592249,2262.294864,770.6581165,984.6412178,878.4893865
gene-QMZ85_RS00515,1620.854284,1746.373797,2841.313654,2754.875998,3279.169322,2877.268569,0,0,0,2220.029123,5182.68147,4925.931069,3315.272249,2867.491156,3529.95749,2254.731068,2162.868222,2048.560783
gene-QMZ85_RS00520,766.8890372,798.5555396,1282.977121,2200.6187,2092.793857,1857.305358,0,0,0,1347.305586,2519.128399,5035.901192,1503.607373,1634.463421,2154.441247,1987.918667,1199.874479,1205.876603
gene-QMZ85_RS00525,114.4902039,115.0317295,177.1824787,180.0061985,278.9946401,185.7438978,0,0,0,211.842039,385.032108,407.9349767,171.7927294,168.1498339,174.0912524,160.0097768,171.2571127,167.064719
